,score
0,0.1514285714
1,0.1342857143
2,0.1285714286
3,0.1685714286
4,0.1685714286
5,0.1542857143
6,0.1685714286
7,0.1685714286
8,0.14
9,0.1428571429
10,0.1457142857
11,0.1371428571
