,score
0,0.7741573033707865
1,0.7904494382022472
2,0.8146067415730337
3,0.8365168539325842
4,0.8292134831460675
5,0.8314606741573034
6,0.8365168539325842
7,0.8213483146067416
8,0.8112359550561797
9,0.8247191011235955
10,0.8286516853932584
11,0.8353932584269663
