,score
0,0.6730229949523275
1,0.6926528323051038
2,0.7128435221536736
3,0.7038698822209759
4,0.7100392596747056
5,0.7117218171620864
6,0.7038698822209759
7,0.7038698822209759
8,0.7263039820527202
9,0.7330342120022434
10,0.7313516545148626
11,0.7369601794727987
