,score
0,0.2228571429
1,0.2257142857
2,0.2142857143
3,0.2485714286
4,0.2457142857
5,0.2571428571
6,0.24
7,0.2228571429
8,0.2457142857
9,0.2228571429
10,0.2057142857
11,0.22
