,score
0,0.7368421053
1,0.7368421053
2,0.6578947368
3,0.6315789474
4,0.7105263158
5,0.7105263158
6,0.6578947368
7,0.6315789474
8,0.6578947368
9,0.7105263158
10,0.6842105263
11,0.7631578947
