,score
0,0.2085714286
1,0.2342857143
2,0.2542857143
3,0.22
4,0.2314285714
5,0.24
6,0.2485714286
7,0.2485714286
8,0.2371428571
9,0.2171428571
10,0.2
11,0.2285714286
