,score
0,0.7404494382022472
1,0.7398876404494382
2,0.7803370786516854
3,0.7949438202247191
4,0.797191011235955
5,0.7955056179775281
6,0.7932584269662921
7,0.802247191011236
8,0.7955056179775281
9,0.8106741573033708
10,0.8185393258426966
11,0.8073033707865168
