,score
0,0.6315789474
1,0.6315789474
2,0.6578947368
3,0.6315789474
4,0.6578947368
5,0.6052631579
6,0.6315789474
7,0.6578947368
8,0.5789473684
9,0.6052631579
10,0.5789473684
11,0.5526315789
