,score
0,0.800561797752809
1,0.8168539325842696
2,0.8224719101123595
3,0.8286516853932584
4,0.8449438202247191
5,0.8393258426966292
6,0.8505617977528089
7,0.8241573033707865
8,0.8252808988764045
9,0.8331460674157304
10,0.8280898876404494
11,0.8230337078651685
