,score
0,0.1114285714
1,0.1285714286
2,0.12
3,0.1342857143
4,0.1085714286
5,0.1228571429
6,0.1171428571
7,0.12
8,0.1171428571
9,0.1171428571
10,0.1485714286
11,0.16
