,score
0,0.7105263158
1,0.7105263158
2,0.7105263158
3,0.7105263158
4,0.7368421053
5,0.8157894737
6,0.7105263158
7,0.7894736842
8,0.8157894737
9,0.8157894737
10,0.7631578947
11,0.6842105263
