,score
0,0.1257142857
1,0.12
2,0.1342857143
3,0.12
4,0.1228571429
5,0.1171428571
6,0.1371428571
7,0.1171428571
8,0.1542857143
9,0.1428571429
10,0.1342857143
11,0.1685714286
