,score
0,0.7050561797752809
1,0.7196629213483146
2,0.7235955056179775
3,0.7393258426966293
4,0.7348314606741573
5,0.7146067415730337
6,0.7134831460674157
7,0.7196629213483146
8,0.7207865168539326
9,0.7191011235955056
10,0.7264044943820225
11,0.7168539325842697
