,score
0,0.1514285714
1,0.1742857143
2,0.1771428571
3,0.1457142857
4,0.1371428571
5,0.1371428571
6,0.1485714286
7,0.1285714286
8,0.1514285714
9,0.14
10,0.1371428571
11,0.1428571429
