,score
0,0.33614153327716934
1,0.34625105307497894
2,0.34372367312552654
3,0.33192923336141533
4,0.35551811288963775
5,0.34793597304128054
6,0.33866891322662174
7,0.35720303285593935
8,0.34962089300758215
9,0.33782645324347094
10,0.37152485256950296
11,0.35973041280539175
