,score
0,0.7706422018
1,0.8060288336
2,0.7693315858
3,0.7627785059
4,0.7627785059
5,0.7876802097
6,0.7719528178
7,0.7758846658
8,0.7876802097
9,0.7929226737
10,0.7863695937
11,0.7876802097
