,score
0,0.5481927711
1,0.5742971888
2,0.5763052209
3,0.5662650602
4,0.59437751
5,0.5823293173
6,0.6084337349
7,0.578313253
8,0.5763052209
9,0.5742971888
10,0.5883534137
11,0.562248996
