,score
0,0.5903614458
1,0.5722891566
2,0.6004016064
3,0.5642570281
4,0.6104417671
5,0.6064257028
6,0.6124497992
7,0.5903614458
8,0.6224899598
9,0.5883534137
10,0.5883534137
11,0.5903614458
