,score
0,0.5441767068
1,0.5722891566
2,0.5803212851
3,0.6004016064
4,0.6204819277
5,0.5843373494
6,0.578313253
7,0.5742971888
8,0.5722891566
9,0.6004016064
10,0.5722891566
11,0.5883534137
