,score
0,0.8778513612950699
1,0.8528329654157468
2,0.8440029433406917
3,0.8344370860927153
4,0.8528329654157468
5,0.8498896247240618
6,0.8417954378219279
7,0.8432671081677704
8,0.8454746136865342
9,0.8417954378219279
10,0.8329654157468727
11,0.8403237674760854
