,score
0,0.5923694779
1,0.5763052209
2,0.578313253
3,0.5863453815
4,0.6345381526
5,0.6204819277
6,0.6084337349
7,0.5903614458
8,0.6204819277
9,0.6204819277
10,0.6385542169
11,0.624497992
