,score
0,0.6847389558
1,0.6084337349
2,0.6144578313
3,0.5983935743
4,0.5742971888
5,0.5803212851
6,0.5983935743
7,0.6004016064
8,0.6184738956
9,0.6104417671
10,0.6265060241
11,0.6204819277
