,score
0,0.5562248996
1,0.5602409639
2,0.5642570281
3,0.6004016064
4,0.5763052209
5,0.6224899598
6,0.624497992
7,0.6104417671
8,0.5903614458
9,0.624497992
10,0.6305220884
11,0.6506024096
