,score
0,0.7811271298
1,0.75491481
2,0.7732634338
3,0.756225426
4,0.7929226737
5,0.7719528178
6,0.7889908257
7,0.7706422018
8,0.7732634338
9,0.7693315858
10,0.7785058978
11,0.7680209699
