,score
0,0.2240232751
1,0.2011637573
2,0.1824605154
3,0.1974231089
4,0.1965918537
5,0.2090606816
6,0.1857855362
7,0.1874480466
8,0.1812136326
9,0.1940980881
10,0.1940980881
11,0.1916043225
